NO_OF_FRAMES	1000
NO_OF_CAMERAS	8
NO_OF_MARKERS	29
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2009-01-29, 13:30:04	10835.62405273
DATA_INCLUDED	3D
MARKER_NAMES	A	B	C	D	E	F	G	H	AnkleR	J	I	K	L	AnkleL	KneeR	KneeL	Skull	Sternum	ShoulderR	ShoulderL	HandL	handR	ElbowL	ElbowR	PelvisR	TrochR	BackC	BRT	BRB
106.585	-347.007	786.841	119.309	-294.799	653.035	25.148	-376.698	452.701	14.119	103.116	511.680	-486.657	-362.097	790.225	-514.286	-308.633	665.382	-411.997	-381.571	452.597	-419.397	87.408	511.204	-73.151	290.713	80.297	9.068	705.063	41.555	13.314	225.066	47.325	-423.185	221.364	48.399	-429.190	705.015	40.490	-357.827	304.769	80.898	-48.011	320.140	538.981	-376.289	327.729	527.926	-189.058	-215.730	1298.148	-187.632	-219.693	989.222	34.407	-274.349	1022.488	-413.263	-256.267	1034.743	-134.161	-111.389	954.606	-283.544	-121.673	994.677	-418.984	-81.903	775.406	2.656	-64.621	793.924	-38.475	-197.620	654.366	-16.848	-124.476	565.330	-189.923	-383.206	1078.404	-426.393	-470.819	997.230	-439.128	-421.013	390.452
106.594	-347.078	786.814	119.308	-294.889	652.991	25.195	-376.932	452.735	14.099	103.098	511.734	-487.120	-360.977	791.143	-514.229	-308.475	665.342	-412.000	-381.843	452.693	-419.467	87.603	511.034	-72.476	290.420	80.254	9.027	705.423	41.732	13.188	224.771	47.372	-423.100	221.147	48.263	-429.278	705.298	40.533	-358.076	304.569	80.790	-47.743	320.102	539.046	-376.470	327.867	527.868	-189.016	-215.689	1298.027	-186.633	-217.927	989.288	34.444	-274.285	1022.254	-413.117	-256.111	1034.903	-134.129	-111.514	954.408	-296.515	-137.767	988.110	-418.867	-82.663	775.251	2.638	-64.898	793.743	-38.478	-197.756	654.249	-18.566	-125.579	564.769	-189.956	-383.100	1078.468	-426.324	-471.326	997.083	-439.189	-421.034	390.314
106.627	-347.152	786.827	119.324	-294.900	653.006	25.224	-376.853	452.685	14.153	103.078	511.750	-487.549	-361.516	791.173	-514.302	-308.632	665.376	-411.919	-382.112	452.566	-419.420	87.409	510.927	-72.101	290.167	80.244	9.083	705.345	41.690	13.221	225.015	47.403	-423.098	221.270	48.308	-429.232	705.419	40.541	-357.995	304.374	80.795	-47.624	319.930	539.187	-376.617	327.789	528.164	-188.882	-215.374	1298.112	-186.980	-218.332	988.586	34.451	-274.454	1022.066	-413.088	-255.965	1034.928	-133.937	-111.460	953.966	-294.194	-131.662	987.881	-418.632	-82.164	775.032	2.763	-65.137	793.329	-38.581	-197.466	654.269	-18.506	-125.657	564.830	-189.993	-382.831	1078.607	-426.246	-471.389	997.250	-439.129	-421.208	390.343
106.510	-347.220	786.607	119.313	-294.892	653.010	25.479	-376.889	452.602	14.033	103.022	511.707	-486.669	-362.510	790.237	-514.408	-308.722	665.544	-409.528	-387.131	455.754	-419.493	87.387	511.081	-69.414	289.512	80.510	9.288	705.315	41.853	13.121	224.770	47.461	-423.061	221.116	48.115	-429.402	705.383	40.466	-357.967	303.967	80.678	-47.492	319.963	539.173	-376.486	327.466	528.099	-188.704	-215.277	1297.886	-186.862	-217.833	987.883	34.471	-274.498	1021.832	-413.175	-255.751	1035.001	-134.020	-111.590	953.677	-287.708	-129.264	988.950	-419.470	-81.786	773.938	2.983	-65.262	792.873	-38.324	-197.165	653.944	-18.486	-125.998	564.730	-190.027	-380.248	1078.207	-425.711	-470.988	997.159	-439.776	-420.601	390.261
105.441	-347.754	787.276	119.377	-295.076	653.255	27.213	-375.980	452.969	14.675	103.240	511.597	-486.511	-362.607	790.129	-513.972	-308.427	664.602	-405.894	-394.219	460.459	-418.287	87.127	510.275	-67.779	289.605	80.037	8.360	705.614	41.677	12.877	225.010	46.926	-423.078	221.224	49.176	-429.053	704.833	41.570	-356.456	303.544	80.105	-47.120	319.939	539.336	-377.206	327.762	527.965	-188.852	-214.891	1298.121	-187.365	-218.171	988.314	34.497	-274.656	1021.595	-413.340	-255.490	1035.104	-134.154	-111.745	953.430	-283.839	-127.598	990.756	-418.620	-82.010	775.081	2.446	-65.654	792.782	-38.086	-197.012	653.689	-16.768	-126.227	565.177	-190.062	-380.216	1078.282	-425.749	-471.101	996.991	-438.190	-422.842	390.066
106.060	-347.196	786.624	119.139	-294.919	652.895	25.948	-376.833	452.645	13.961	103.192	511.760	-486.609	-362.519	789.910	-514.455	-308.388	665.082	-402.086	-400.697	464.887	-419.242	87.564	510.865	-68.629	289.140	80.053	8.927	705.784	41.626	13.214	224.650	47.080	-423.090	221.268	48.368	-429.416	705.224	40.849	-357.914	304.503	80.678	-47.321	319.951	539.441	-377.017	327.477	527.866	-188.571	-214.721	1297.551	-186.649	-218.591	988.681	34.669	-274.845	1021.378	-413.547	-255.204	1035.223	-133.892	-111.648	953.266	-284.455	-123.368	992.469	-418.790	-82.173	774.923	3.139	-65.990	792.158	-38.242	-197.163	653.919	-18.371	-126.149	564.730	-190.049	-380.240	1078.302	-425.554	-471.619	996.991	-439.460	-421.406	390.263
105.832	-347.074	786.648	119.033	-294.766	652.810	26.037	-376.698	452.672	13.887	103.296	511.797	-486.586	-362.582	789.919	-513.537	-310.088	663.050	-399.171	-403.884	467.242	-419.126	87.502	510.979	-68.556	289.115	79.822	8.842	705.774	41.680	13.021	224.773	47.247	-422.973	221.017	48.395	-429.197	705.210	40.899	-357.806	304.302	80.728	-47.029	319.981	539.469	-377.210	327.432	527.824	-188.364	-214.492	1297.688	-186.895	-218.704	988.493	34.743	-275.005	1021.069	-413.758	-254.916	1035.340	-133.814	-111.795	953.227	-284.518	-123.802	992.092	-418.142	-81.798	775.895	3.025	-66.319	792.074	-38.520	-197.271	654.057	-18.692	-126.136	564.561	-190.144	-380.167	1078.295	-425.524	-471.634	996.962	-439.457	-421.165	390.119
105.803	-347.130	786.592	118.963	-294.843	652.715	26.093	-376.772	452.683	13.832	103.283	511.830	-486.610	-362.609	789.945	-513.474	-310.131	663.071	-398.217	-401.101	465.726	-419.126	87.341	510.871	-68.247	288.971	79.762	8.950	705.715	41.682	13.078	224.844	47.255	-423.171	221.350	48.358	-429.131	705.279	40.821	-357.668	304.200	80.737	-46.910	319.992	539.337	-377.436	327.621	527.711	-188.370	-214.241	1297.338	-186.848	-218.625	988.653	34.758	-275.182	1020.966	-413.935	-254.647	1035.439	-133.723	-111.869	952.856	-284.779	-124.018	991.733	-418.079	-81.662	775.957	3.073	-66.618	791.787	-37.610	-195.292	659.121	-18.326	-126.079	564.661	-189.793	-381.548	1078.449	-425.413	-471.688	996.991	-439.419	-421.290	390.218
105.780	-347.116	786.560	118.947	-294.917	652.805	26.118	-376.818	452.710	13.817	103.256	511.838	-486.603	-362.709	789.903	-513.396	-310.167	663.039	-400.292	-389.667	458.545	-419.008	87.279	510.854	-68.193	288.949	79.785	9.011	705.627	41.705	13.050	224.815	47.208	-423.154	221.742	48.641	-429.260	705.146	40.881	-357.530	304.312	80.711	-46.693	319.934	539.465	-377.462	327.667	527.711	-187.928	-213.900	1297.472	-186.472	-218.388	988.638	34.810	-275.399	1020.819	-414.042	-254.420	1035.505	-133.499	-112.066	952.816	-284.599	-124.195	991.476	-417.914	-81.664	775.777	3.265	-66.954	791.626	-37.684	-195.435	659.533	-18.366	-126.268	564.660	-189.839	-381.594	1078.358	-425.582	-471.513	996.818	-439.397	-421.139	390.219
105.840	-347.087	786.671	118.931	-294.904	652.789	25.962	-376.628	452.635	13.864	103.322	511.816	-486.633	-362.519	789.937	-513.543	-310.125	663.167	-400.925	-390.006	459.250	-419.289	87.448	510.844	-68.086	288.878	79.700	9.040	705.513	41.713	13.129	224.858	47.156	-423.170	221.492	48.540	-429.325	705.287	40.720	-357.713	304.401	80.858	-46.473	320.017	539.437	-377.402	327.356	527.531	-187.877	-213.849	1297.122	-186.488	-218.376	988.494	34.743	-275.441	1020.769	-414.040	-254.256	1035.519	-133.268	-112.050	952.616	-284.548	-124.318	991.361	-417.964	-81.370	775.973	3.511	-67.235	791.431	-37.622	-195.554	659.780	-18.866	-126.162	564.635	-189.957	-381.617	1078.484	-425.635	-471.476	996.856	-439.529	-421.099	390.212
