NO_OF_FRAMES	1000
NO_OF_CAMERAS	8
NO_OF_MARKERS	3
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2009-01-29, 13:30:04	10835.62405273
DATA_INCLUDED	3D
MARKER_NAMES	R1	R2	R3
0.022020157	-0.299723119	0.019030287	-0.035210104	-0.599901876	0.025652227	-0.041897285	-0.899227187	-0.020533575
0.023496665	-0.301027491	0.020375716	-0.034938599	-0.599438512	0.024866267	-0.041848304	-0.898728746	-0.020389959
0.022961044	-0.300550197	0.019836003	-0.035209419	-0.598796373	0.025341106	-0.042681037	-0.900021725	-0.01990308
0.023389215	-0.300966752	0.01910502	-0.03560489	-0.599712677	0.025054625	-0.043375126	-0.899338338	-0.020713237
0.022999022	-0.300098223	0.01947981	-0.035459088	-0.599258674	0.024663292	-0.043794591	-0.89986941	-0.019995525
0.022806485	-0.300218676	0.01944017	-0.034756071	-0.599648926	0.024234941	-0.04384626	-0.898275251	-0.020643333
0.022633567	-0.300283393	0.020644513	-0.035448286	-0.599813134	0.024217309	-0.042836618	-0.899756195	-0.020503548
0.022476162	-0.300098881	0.020235326	-0.036208554	-0.5986763	0.024979825	-0.043710806	-0.898787462	-0.020378709
0.021944801	-0.301289486	0.019946391	-0.036268833	-0.598652007	0.024668039	-0.043465745	-0.898244618	-0.019219249
0.022577738	-0.300326433	0.019037933	-0.034440124	-0.59955621	0.025641976	-0.042371595	-0.898363391	-0.019569851
0.021797521	-0.300341021	0.01925322	-0.035461046	-0.599544377	0.024756937	-0.042572049	-0.898237456	-0.019999247
0.0226814	-0.300371438	0.020107193	-0.033916035	-0.600275875	0.025698191	-0.042132445	-0.898388148	-0.02042671
0.022597827	-0.300416771	0.020538782	-0.034199176	-0.599386129	0.025001049	-0.042516445	-0.899381475	-0.020039264
0.022548335	-0.300710763	0.019003122	-0.033886121	-0.600102574	0.024483285	-0.040591691	-0.899436427	-0.019066668
0.022252513	-0.300296503	0.020103416	-0.034218978	-0.599049179	0.024645916	-0.040449211	-0.89846742	-0.02026284
0.023587332	-0.300351359	0.019421206	-0.033498709	-0.598660663	0.025515097	-0.039882938	-0.898734334	-0.019440764
0.023336087	-0.300299341	0.019897587	-0.033382815	-0.599490129	0.025597248	-0.039105219	-0.899573653	-0.019279222
0.024082977	-0.300880215	0.019453207	-0.032018787	-0.600026766	0.025581738	-0.038695845	-0.900251518	-0.019895408
0.024659252	-0.299749816	0.020854882	-0.031945486	-0.600172053	0.024817949	-0.03791544	-0.900303987	-0.019309278
