Time	x	y	z
0.1661661662	-0.8355244584	-0.5494532549	0.0000000000
0.1671671672	-0.8472962821	-0.5311205233	0.0000000000
0.1681681682	-0.8585839337	-0.5126730232	0.0000000000
0.1691691692	-0.8693892931	-0.4941277741	0.0000000000
0.1701701702	-0.8797148547	-0.4755016029	0.0000000000
0.1711711712	-0.8895637131	-0.4568111211	0.0000000000
0.1721721722	-0.8989395458	-0.4380727029	0.0000000000
0.1731731732	-0.9078465967	-0.4193024647	0.0000000000
0.1741741742	-0.9162896578	-0.4005162456	0.0000000000
0.1751751752	-0.9242740510	-0.3817295884	0.0000000000
0.1761761762	-0.9318056081	-0.3629577231	0.0000000000
0.1771771772	-0.9388906513	-0.3442155501	0.0000000000
0.1781781782	-0.9455359725	-0.3255176257	0.0000000000
0.1791791792	-0.9517488126	-0.3068781479	0.0000000000
0.1801801802	-0.9575368397	-0.2883109442	0.0000000000
0.1811811812	-0.9629081277	-0.2698294603	0.0000000000
0.1821821822	-0.9678711341	-0.2514467494	0.0000000000
0.1831831832	-0.9724346780	-0.2331754638	0.0000000000
0.1841841842	-0.9766079178	-0.2150278470	0.0000000000
0.1851851852	-0.9804003282	-0.1970157266	0.0000000000
0.1861861862	-0.9838216784	-0.1791505095	0.0000000000
0.1871871872	-0.9868820094	-0.1614431774	0.0000000000
0.1881881882	-0.9895916114	-0.1439042831	0.0000000000
0.1891891892	-0.9919610017	-0.1265439492	0.0000000000
0.1901901902	-0.9940009029	-0.1093718662	0.0000000000
0.1911911912	-0.9957222204	-0.0923972934	0.0000000000
0.1921921922	-0.9971360215	-0.0756290591	0.0000000000
0.1931931932	-0.9982535138	-0.0590755629	0.0000000000
0.1941941942	-0.9990860243	-0.0427447787	0.0000000000
0.1951951952	-0.9996449787	-0.0266442583	0.0000000000
0.1961961962	-0.9999418819	-0.0107811362	0.0000000000
0.1971971972	-0.9999882975	0.0048378649	0.0000000000
0.1981981982	-0.9997958293	0.0202064281	0.0000000000
0.1991991992	-0.9993761024	0.0353186349	0.0000000000
0.2002002002	-0.9987407450	0.0501689577	0.0000000000
0.2012012012	-0.9979013708	0.0647522516	0.0000000000
0.2022022022	-0.9968695623	0.0790637451	0.0000000000
0.2032032032	-0.9956568538	0.0930990307	0.0000000000
0.2042042042	-0.9942747160	0.1068540551	0.0000000000
0.2052052052	-0.9927345407	0.1203251081	0.0000000000
0.2062062062	-0.9910476260	0.1335088124	0.0000000000
0.2072072072	-0.9892251624	0.1464021112	0.0000000000
0.2082082082	-0.9872782192	0.1590022577	0.0000000000
0.2092092092	-0.9852177321	0.1713068021	0.0000000000
0.2102102102	-0.9830544906	0.1833135796	0.0000000000
0.2112112112	-0.9807991269	0.1950206980	0.0000000000
0.2122122122	-0.9784621044	0.2064265252	0.0000000000
0.2132132132	-0.9760537076	0.2175296757	0.0000000000
0.2142142142	-0.9735840326	0.2283289982	0.0000000000
0.2152152152	-0.9710629774	0.2388235623	0.0000000000
0.2162162162	-0.9685002335	0.2490126457	0.0000000000
0.2172172172	-0.9659052779	0.2588957207	0.0000000000
0.2182182182	-0.9632873653	0.2684724415	0.0000000000
0.2192192192	-0.9606555214	0.2777426314	0.0000000000
0.2202202202	-0.9580185359	0.2867062694	0.0000000000
0.2212212212	-0.9553849570	0.2953634777	0.0000000000
0.2222222222	-0.9527630854	0.3037145094	0.0000000000
0.2232232232	-0.9501609691	0.3117597356	0.0000000000
0.2242242242	-0.9475863993	0.3194996337	0.0000000000
0.2252252252	-0.9450469052	0.3269347749	0.0000000000
0.2262262262	-0.9425497507	0.3340658131	0.0000000000
0.2272272272	-0.9401019307	0.3408934730	0.0000000000
0.2282282282	-0.9377101677	0.3474185392	0.0000000000
0.2292292292	-0.9353809092	0.3536418453	0.0000000000
0.2302302302	-0.9331203246	0.3595642637	0.0000000000
0.2312312312	-0.9309343036	0.3651866952	0.0000000000
0.2322322322	-0.9288284534	0.3705100594	0.0000000000
0.2332332332	-0.9268080974	0.3755352854	0.0000000000
0.2342342342	-0.9248782733	0.3802633030	0.0000000000
0.2352352352	-0.9230437319	0.3846950338	0.0000000000
0.2362362362	-0.9213089358	0.3888313836	0.0000000000
0.2372372372	-0.9196780582	0.3926732347	0.0000000000
0.2382382382	-0.9181549825	0.3962214383	0.0000000000
0.2392392392	-0.9167433008	0.3994768083	0.0000000000
0.2402402402	-0.9154463140	0.4024401150	0.0000000000
0.2412412412	-0.9142670308	0.4051120789	0.0000000000
0.2422422422	-0.9132081672	0.4074933661	0.0000000000
0.2432432432	-0.9122721466	0.4095845829	0.0000000000
0.2442442442	-0.9114619899	0.4113866726	0.0000000000
0.2452452452	-0.9107774896	0.4128991933	0.0000000000
0.2462462462	-0.9102213880	0.4141230848	0.0000000000
0.2472472472	-0.9097949342	0.4150586791	0.0000000000
0.2482482482	-0.9094990835	0.4157062316	0.0000000000
0.2492492492	-0.9093344975	0.4160659204	0.0000000000
0.2502502503	-0.9093015437	0.4161378448	0.0000000000
0.2512512513	-0.9094002954	0.4159220247	0.0000000000
0.2522522523	-0.9096305323	0.4154184006	0.0000000000
0.2532532533	-0.9099917399	0.4146268338	0.0000000000
0.2542542543	-0.9104831095	0.4135471074	0.0000000000
0.2552552553	-0.9111035390	0.4121789279	0.0000000000
0.2562562563	-0.9118516320	0.4105219269	0.0000000000
0.2572572573	-0.9127246615	0.4085751978	0.0000000000
0.2582582583	-0.9137223882	0.4063390177	0.0000000000
0.2592592593	-0.9148417828	0.4038124718	0.0000000000
0.2602602603	-0.9160802757	0.4009949233	0.0000000000
0.2612612613	-0.9174350043	0.3978856783	0.0000000000
0.2622622623	-0.9189028138	0.3944839906	0.0000000000
0.2632632633	-0.9204802577	0.3907890675	0.0000000000
0.2642642643	-0.9221635981	0.3868000755	0.0000000000
0.2652652653	-0.9239488066	0.3825161471	0.0000000000
0.2662662663	-0.9258315652	0.3779363874	0.0000000000
0.2672672673	-0.9278072671	0.3730598815	0.0000000000
0.2682682683	-0.9298710178	0.3678857028	0.0000000000
0.2692692693	-0.9320176366	0.3624129207	0.0000000000
0.2702702703	-0.9342416580	0.3566406098	0.0000000000
0.2712712713	-0.9365373333	0.3505678585	0.0000000000
0.2722722723	-0.9388986326	0.3441937792	0.0000000000
0.2732732733	-0.9413192473	0.3375175176	0.0000000000
0.2742742743	-0.9437925920	0.3305382631	0.0000000000
0.2752752753	-0.9463118075	0.3232552598	0.0000000000
0.2762762763	-0.9488697642	0.3156678170	0.0000000000
0.2772772773	-0.9514590648	0.3077753207	0.0000000000
0.2782782783	-0.9540720488	0.2995772450	0.0000000000
0.2792792793	-0.9567007960	0.2910731643	0.0000000000
0.2802802803	-0.9593371313	0.2822627649	0.0000000000
0.2812812813	-0.9619726298	0.2731458577	0.0000000000
0.2822822823	-0.9645986217	0.2637223902	0.0000000000
0.2832832833	-0.9672061984	0.2539924599	0.0000000000
0.2842842843	-0.9697862191	0.2439563265	0.0000000000
0.2852852853	-0.9723293169	0.2336144249	0.0000000000
0.2862862863	-0.9748259066	0.2229673786	0.0000000000
0.2872872873	-0.9772661923	0.2120160123	0.0000000000
0.2882882883	-0.9796401759	0.2007613653	0.0000000000
0.2892892893	-0.9819376660	0.1892047041	0.0000000000
0.2902902903	-0.9841482873	0.1773475362	0.0000000000
0.2912912913	-0.9862614907	0.1651916220	0.0000000000
0.2922922923	-0.9882665639	0.1527389885	0.0000000000
0.2932932933	-0.9901526430	0.1399919413	0.0000000000
0.2942942943	-0.9919087237	0.1269530773	0.0000000000
0.2952952953	-0.9935236746	0.1136252968	0.0000000000
0.2962962963	-0.9949862496	0.1000118154	0.0000000000
0.2972972973	-0.9962851019	0.0861161754	0.0000000000
0.2982982983	-0.9974087987	0.0719422573	0.0000000000
0.2992992993	-0.9983458352	0.0574942901	0.0000000000
0.3003003003	-0.9990846511	0.0427768622	0.0000000000
0.3013013013	-0.9996136463	0.0277949306	0.0000000000
0.3023023023	-0.9999211976	0.0125538304	0.0000000000
0.3033033033	-0.9999956761	-0.0029407163	0.0000000000
0.3043043043	-0.9998254651	-0.0186825927	0.0000000000
0.3053053053	-0.9993989786	-0.0346652799	0.0000000000
0.3063063063	-0.9987046797	-0.0508818500	0.0000000000
0.3073073073	-0.9977311009	-0.0673249604	0.0000000000
0.3083083083	-0.9964668631	-0.0839868490	0.0000000000
0.3093093093	-0.9949006964	-0.1008593292	0.0000000000
0.3103103103	-0.9930214609	-0.1179337875	0.0000000000
0.3113113113	-0.9908181674	-0.1352011803	0.0000000000
0.3123123123	-0.9882799992	-0.1526520328	0.0000000000
0.3133133133	-0.9853963338	-0.1702764382	0.0000000000
0.3143143143	-0.9821567644	-0.1880640588	0.0000000000
0.3153153153	-0.9785511227	-0.2060041269	0.0000000000
0.3163163163	-0.9745695009	-0.2240854478	0.0000000000
0.3173173173	-0.9702022742	-0.2422964036	0.0000000000
0.3183183183	-0.9654401231	-0.2606249580	0.0000000000
0.3193193193	-0.9602740562	-0.2790586622	0.0000000000
0.3203203203	-0.9546954324	-0.2975846624	0.0000000000
0.3213213213	-0.9486959832	-0.3161897079	0.0000000000
0.3223223223	-0.9422678349	-0.3348601609	0.0000000000
0.3233233233	-0.9354035302	-0.3535820071	0.0000000000
0.3243243243	-0.9280960501	-0.3723408676	0.0000000000
0.3253253253	-0.9203388351	-0.3911220124	0.0000000000
0.3263263263	-0.9121258055	-0.4099103742	0.0000000000
0.3273273273	-0.9034513821	-0.4286905647	0.0000000000
0.3283283283	-0.8943105055	-0.4474468905	0.0000000000
0.3293293293	-0.8846986554	-0.4661633716	0.0000000000
0.3303303303	-0.8746118691	-0.4848237603	0.0000000000
0.3313313313	-0.8640467582	-0.5034115608	0.0000000000
0.3323323323	-0.8530005265	-0.5219100514	0.0000000000
0.3333333333	-0.8414709848	-0.5403023059	0.0000000000
0.3343343343	-0.8294565663	-0.5585712171	0.0000000000
0.3353353353	-0.8169563403	-0.5766995215	0.0000000000
0.3363363363	-0.8039700247	-0.5946698239	0.0000000000
0.3373373373	-0.7904979979	-0.6124646237	0.0000000000
0.3383383383	-0.7765413090	-0.6300663420	0.0000000000
0.3393393393	-0.7621016870	-0.6474573489	0.0000000000
0.3403403403	-0.7471815483	-0.6646199920	0.0000000000
0.3413413413	-0.7317840037	-0.6815366256	0.0000000000
0.3423423423	-0.7159128627	-0.6981896397	0.0000000000
0.3433433433	-0.6995726379	-0.7145614909	0.0000000000
0.3443443443	-0.6827685465	-0.7306347322	0.0000000000
0.3453453453	-0.6655065112	-0.7463920441	0.0000000000
0.3463463463	-0.6477931592	-0.7618162658	0.0000000000
0.3473473473	-0.6296358196	-0.7768904264	0.0000000000
0.3483483483	-0.6110425195	-0.7915977763	0.0000000000
0.3493493493	-0.5920219780	-0.8059218185	0.0000000000
0.3503503504	-0.5725835994	-0.8198463403	0.0000000000
0.3513513514	-0.5527374638	-0.8333554440	0.0000000000
0.3523523524	-0.5324943169	-0.8464335783	0.0000000000
0.3533533534	-0.5118655575	-0.8590655686	0.0000000000
0.3543543544	-0.4908632242	-0.8712366470	0.0000000000
0.3553553554	-0.4694999799	-0.8829324826	0.0000000000
0.3563563564	-0.4477890950	-0.8941392097	0.0000000000
0.3573573574	-0.4257444289	-0.9048434568	0.0000000000
0.3583583584	-0.4033804101	-0.9150323736	0.0000000000
0.3593593594	-0.3807120150	-0.9246936583	0.0000000000
0.3603603604	-0.3577547452	-0.9338155826	0.0000000000
0.3613613614	-0.3345246033	-0.9423870170	0.0000000000
0.3623623624	-0.3110380672	-0.9503974541	0.0000000000
0.3633633634	-0.2873120640	-0.9578370310	0.0000000000
0.3643643644	-0.2633639417	-0.9646965503	0.0000000000
0.3653653654	-0.2392114404	-0.9709675004	0.0000000000
0.3663663664	-0.2148726621	-0.9766420732	0.0000000000
0.3673673674	-0.1903660400	-0.9817131815	0.0000000000
0.3683683684	-0.1657103063	-0.9861744746	0.0000000000
0.3693693694	-0.1409244597	-0.9900203516	0.0000000000
0.3703703704	-0.1160277319	-0.9932459743	0.0000000000
0.3713713714	-0.0910395536	-0.9958472773	0.0000000000
0.3723723724	-0.0659795199	-0.9978209774	0.0000000000
0.3733733734	-0.0408673549	-0.9991645807	0.0000000000
0.3743743744	-0.0157228770	-0.9998763879	0.0000000000
0.3753753754	0.0094340373	-0.9999554985	0.0000000000
0.3763763764	0.0345834892	-0.9994018122	0.0000000000
0.3773773774	0.0597055932	-0.9982160298	0.0000000000
0.3783783784	0.0847805132	-0.9963996510	0.0000000000
0.3793793794	0.1097884981	-0.9939549717	0.0000000000
0.3803803804	0.1347099171	-0.9908850782	0.0000000000
0.3813813814	0.1595252953	-0.9871938412	0.0000000000
0.3823823824	0.1842153480	-0.9828859067	0.0000000000
0.3833833834	0.2087610152	-0.9779666858	0.0000000000
0.3843843844	0.2331434948	-0.9724423432	0.0000000000
0.3853853854	0.2573442759	-0.9663197834	0.0000000000
0.3863863864	0.2813451707	-0.9596066355	0.0000000000
0.3873873874	0.3051283459	-0.9523112372	0.0000000000
0.3883883884	0.3286763525	-0.9444426162	0.0000000000
0.3893893894	0.3519721558	-0.9360104709	0.0000000000
0.3903903904	0.3749991629	-0.9270251495	0.0000000000
0.3913913914	0.3977412499	-0.9174976284	0.0000000000
0.3923923924	0.4201827878	-0.9074394883	0.0000000000
0.3933933934	0.4423086665	-0.8968628901	0.0000000000
0.3943943944	0.4641043187	-0.8857805493	0.0000000000
0.3953953954	0.4855557405	-0.8742057097	0.0000000000
0.3963963964	0.5066495127	-0.8621521161	0.0000000000
0.3973973974	0.5273728188	-0.8496339859	0.0000000000
0.3983983984	0.5477134628	-0.8366659804	0.0000000000
0.3993993994	0.5676598844	-0.8232631753	0.0000000000
0.4004004004	0.5872011734	-0.8094410306	0.0000000000
0.4014014014	0.6063270824	-0.7952153603	0.0000000000
0.4024024024	0.6250280371	-0.7806023013	0.0000000000
0.4034034034	0.6432951466	-0.7656182825	0.0000000000
0.4044044044	0.6611202099	-0.7502799931	0.0000000000
0.4054054054	0.6784957232	-0.7346043518	0.0000000000
0.4064064064	0.6954148833	-0.7186084748	0.0000000000
0.4074074074	0.7118715914	-0.7023096449	0.0000000000
0.4084084084	0.7278604539	-0.6857252801	0.0000000000
0.4094094094	0.7433767822	-0.6688729025	0.0000000000
0.4104104104	0.7584165912	-0.6517701084	0.0000000000
0.4114114114	0.7729765960	-0.6344345373	0.0000000000
0.4124124124	0.7870542070	-0.6168838427	0.0000000000
0.4134134134	0.8006475240	-0.5991356627	0.0000000000
0.4144144144	0.8137553289	-0.5812075918	0.0000000000
0.4154154154	0.8263770765	-0.5631171525	0.0000000000
0.4164164164	0.8385128848	-0.5448817690	0.0000000000
0.4174174174	0.8501635234	-0.5265187400	0.0000000000
0.4184184184	0.8613304014	-0.5080452142	0.0000000000
0.4194194194	0.8720155538	-0.4894781650	0.0000000000
0.4204204204	0.8822216265	-0.4708343677	0.0000000000
0.4214214214	0.8919518612	-0.4521303765	0.0000000000
0.4224224224	0.9012100789	-0.4333825029	0.0000000000
0.4234234234	0.9100006620	-0.4146067959	0.0000000000
0.4244244244	0.9183285370	-0.3958190220	0.0000000000
0.4254254254	0.9261991549	-0.3770346476	0.0000000000
0.4264264264	0.9336184721	-0.3582688217	0.0000000000
0.4274274274	0.9405929302	-0.3395363599	0.0000000000
0.4284284284	0.9471294353	-0.3208517303	0.0000000000
0.4294294294	0.9532353370	-0.3022290395	0.0000000000
0.4304304304	0.9589184071	-0.2836820204	0.0000000000
0.4314314314	0.9641868172	-0.2652240215	0.0000000000
0.4324324324	0.9690491176	-0.2468679966	0.0000000000
0.4334334334	0.9735142142	-0.2286264965	0.0000000000
0.4344344344	0.9775913464	-0.2105116613	0.0000000000
0.4354354354	0.9812900649	-0.1925352139	0.0000000000
0.4364364364	0.9846202089	-0.1747084553	0.0000000000
0.4374374374	0.9875918836	-0.1570422600	0.0000000000
0.4384384384	0.9902154383	-0.1395470737	0.0000000000
0.4394394394	0.9925014436	-0.1222329109	0.0000000000
0.4404404404	0.9944606698	-0.1051093543	0.0000000000
0.4414414414	0.9961040648	-0.0881855552	0.0000000000
0.4424424424	0.9974427330	-0.0714702346	0.0000000000
0.4434434434	0.9984879137	-0.0549716855	0.0000000000
0.4444444444	0.9992509606	-0.0386977756	0.0000000000
0.4454454454	0.9997433210	-0.0226559521	0.0000000000
0.4464464464	0.9999765163	-0.0068532460	0.0000000000
0.4474474474	0.9999621219	0.0087037222	0.0000000000
0.4484484484	0.9997117488	0.0240087357	0.0000000000
0.4494494494	0.9992370244	0.0390559746	0.0000000000
0.4504504505	0.9985495749	0.0538400078	0.0000000000
0.4514514515	0.9976610079	0.0683557846	0.0000000000
0.4524524525	0.9965828953	0.0825986253	0.0000000000
0.4534534535	0.9953267569	0.0965642120	0.0000000000
0.4544544545	0.9939040452	0.1102485782	0.0000000000
0.4554554555	0.9923261298	0.1236480979	0.0000000000
0.4564564565	0.9906042833	0.1367594751	0.0000000000
0.4574574575	0.9887496670	0.1495797316	0.0000000000
0.4584584585	0.9867733181	0.1621061958	0.0000000000
0.4594594595	0.9846861369	0.1743364905	0.0000000000
0.4604604605	0.9824988745	0.1862685203	0.0000000000
0.4614614615	0.9802221219	0.1979004591	0.0000000000
0.4624624625	0.9778662989	0.2092307376	0.0000000000
0.4634634635	0.9754416436	0.2202580302	0.0000000000
0.4644644645	0.9729582036	0.2309812420	0.0000000000
0.4654654655	0.9704258258	0.2413994958	0.0000000000
0.4664664665	0.9678541491	0.2515121192	0.0000000000
0.4674674675	0.9652525954	0.2613186313	0.0000000000
0.4684684685	0.9626303630	0.2708187297	0.0000000000
0.4694694695	0.9599964189	0.2800122777	0.0000000000
0.4704704705	0.9573594933	0.2888992915	0.0000000000
0.4714714715	0.9547280728	0.2974799271	0.0000000000
0.4724724725	0.9521103955	0.3057544683	0.0000000000
0.4734734735	0.9495144456	0.3137233138	0.0000000000
0.4744744745	0.9469479491	0.3213869657	0.0000000000
0.4754754755	0.9444183694	0.3287460169	0.0000000000
0.4764764765	0.9419329033	0.3358011401	0.0000000000
0.4774774775	0.9394984780	0.3425530759	0.0000000000
0.4784784785	0.9371217475	0.3490026222	0.0000000000
0.4794794795	0.9348090900	0.3551506234	0.0000000000
