Time	x	y	z
0.2502502503	-0.909	0.416	0.000
0.2512512513	-0.909	0.416	0.000
0.2522522523	-0.910	0.415	0.000
0.2532532533	-0.910	0.415	0.000
0.2542542543	-0.910	0.414	0.000
0.2552552553	-0.911	0.412	0.000
0.2562562563	-0.912	0.411	0.000
0.2572572573	-0.913	0.409	0.000
0.2582582583	-0.914	0.406	0.000
0.2592592593	-0.915	0.404	0.000
0.2602602603	-0.916	0.401	0.000
0.2612612613	-0.917	0.398	0.000
0.2622622623	-0.919	0.394	0.000
0.2632632633	-0.920	0.391	0.000
0.2642642643	-0.922	0.387	0.000
0.2652652653	-0.924	0.383	0.000
0.2662662663	-0.926	0.378	0.000
0.2672672673	-0.928	0.373	0.000
0.2682682683	-0.930	0.368	0.000
0.2692692693	-0.932	0.362	0.000
0.2702702703	-0.934	0.357	0.000
0.2712712713	-0.937	0.351	0.000
0.2722722723	-0.939	0.344	0.000
0.2732732733	-0.941	0.338	0.000
0.2742742743	-0.944	0.331	0.000
0.2752752753	-0.946	0.323	0.000
0.2762762763	-0.949	0.316	0.000
0.2772772773	-0.951	0.308	0.000
0.2782782783	-0.954	0.300	0.000
0.2792792793	-0.957	0.291	0.000
0.2802802803	-0.959	0.282	0.000
0.2812812813	-0.962	0.273	0.000
0.2822822823	-0.965	0.264	0.000
0.2832832833	-0.967	0.254	0.000
0.2842842843	-0.970	0.244	0.000
0.2852852853	-0.972	0.234	0.000
0.2862862863	-0.975	0.223	0.000
0.2872872873	-0.977	0.212	0.000
0.2882882883	-0.980	0.201	0.000
0.2892892893	-0.982	0.189	0.000
0.2902902903	-0.984	0.177	0.000
0.2912912913	-0.986	0.165	0.000
0.2922922923	-0.988	0.153	0.000
0.2932932933	-0.990	0.140	0.000
0.2942942943	-0.992	0.127	0.000
0.2952952953	-0.994	0.114	0.000
0.2962962963	-0.995	0.100	0.000
0.2972972973	-0.996	0.086	0.000
0.2982982983	-0.997	0.072	0.000
0.2992992993	-0.998	0.057	0.000
0.3003003003	-0.999	0.043	0.000
0.3013013013	-1.000	0.028	0.000
0.3023023023	-1.000	0.013	0.000
0.3033033033	-1.000	-0.003	0.000
0.3043043043	-1.000	-0.019	0.000
0.3053053053	-0.999	-0.035	0.000
0.3063063063	-0.999	-0.051	0.000
0.3073073073	-0.998	-0.067	0.000
0.3083083083	-0.996	-0.084	0.000
0.3093093093	-0.995	-0.101	0.000
0.3103103103	-0.993	-0.118	0.000
0.3113113113	-0.991	-0.135	0.000
0.3123123123	-0.988	-0.153	0.000
0.3133133133	-0.985	-0.170	0.000
0.3143143143	-0.982	-0.188	0.000
0.3153153153	-0.979	-0.206	0.000
0.3163163163	-0.975	-0.224	0.000
0.3173173173	-0.970	-0.242	0.000
0.3183183183	-0.965	-0.261	0.000
0.3193193193	-0.960	-0.279	0.000
0.3203203203	-0.955	-0.298	0.000
0.3213213213	-0.949	-0.316	0.000
0.3223223223	-0.942	-0.335	0.000
0.3233233233	-0.935	-0.354	0.000
0.3243243243	-0.928	-0.372	0.000
0.3253253253	-0.920	-0.391	0.000
0.3263263263	-0.912	-0.410	0.000
0.3273273273	-0.903	-0.429	0.000
0.3283283283	-0.894	-0.447	0.000
0.3293293293	-0.885	-0.466	0.000
0.3303303303	-0.875	-0.485	0.000
0.3313313313	-0.864	-0.503	0.000
0.3323323323	-0.853	-0.522	0.000
0.3333333333	-0.841	-0.540	0.000
0.3343343343	-0.829	-0.559	0.000
0.3353353353	-0.817	-0.577	0.000
0.3363363363	-0.804	-0.595	0.000
0.3373373373	-0.790	-0.612	0.000
0.3383383383	-0.777	-0.630	0.000
0.3393393393	-0.762	-0.647	0.000
0.3403403403	-0.747	-0.665	0.000
0.3413413413	-0.732	-0.682	0.000
0.3423423423	-0.716	-0.698	0.000
0.3433433433	-0.700	-0.715	0.000
0.3443443443	-0.683	-0.731	0.000
0.3453453453	-0.666	-0.746	0.000
0.3463463463	-0.648	-0.762	0.000
0.3473473473	-0.630	-0.777	0.000
0.3483483483	-0.611	-0.792	0.000
0.3493493493	-0.592	-0.806	0.000
0.3503503504	-0.573	-0.820	0.000
0.3513513514	-0.553	-0.833	0.000
0.3523523524	-0.532	-0.846	0.000
0.3533533534	-0.512	-0.859	0.000
0.3543543544	-0.491	-0.871	0.000
0.3553553554	-0.469	-0.883	0.000
0.3563563564	-0.448	-0.894	0.000
0.3573573574	-0.426	-0.905	0.000
0.3583583584	-0.403	-0.915	0.000
0.3593593594	-0.381	-0.925	0.000
0.3603603604	-0.358	-0.934	0.000
0.3613613614	-0.335	-0.942	0.000
0.3623623624	-0.311	-0.950	0.000
0.3633633634	-0.287	-0.958	0.000
0.3643643644	-0.263	-0.965	0.000
0.3653653654	-0.239	-0.971	0.000
0.3663663664	-0.215	-0.977	0.000
0.3673673674	-0.190	-0.982	0.000
0.3683683684	-0.166	-0.986	0.000
0.3693693694	-0.141	-0.990	0.000
0.3703703704	-0.116	-0.993	0.000
0.3713713714	-0.091	-0.996	0.000
0.3723723724	-0.066	-0.998	0.000
0.3733733734	-0.041	-0.999	0.000
0.3743743744	-0.016	-1.000	0.000
0.3753753754	0.009	-1.000	0.000
0.3763763764	0.035	-0.999	0.000
0.3773773774	0.060	-0.998	0.000
0.3783783784	0.085	-0.996	0.000
0.3793793794	0.110	-0.994	0.000
0.3803803804	0.135	-0.991	0.000
0.3813813814	0.160	-0.987	0.000
0.3823823824	0.184	-0.983	0.000
0.3833833834	0.209	-0.978	0.000
0.3843843844	0.233	-0.972	0.000
0.3853853854	0.257	-0.966	0.000
0.3863863864	0.281	-0.960	0.000
0.3873873874	0.305	-0.952	0.000
0.3883883884	0.329	-0.944	0.000
0.3893893894	0.352	-0.936	0.000
0.3903903904	0.375	-0.927	0.000
0.3913913914	0.398	-0.917	0.000
0.3923923924	0.420	-0.907	0.000
0.3933933934	0.442	-0.897	0.000
0.3943943944	0.464	-0.886	0.000
0.3953953954	0.486	-0.874	0.000
0.3963963964	0.507	-0.862	0.000
0.3973973974	0.527	-0.850	0.000
0.3983983984	0.548	-0.837	0.000
0.3993993994	0.568	-0.823	0.000
0.4004004004	0.587	-0.809	0.000
0.4014014014	0.606	-0.795	0.000
0.4024024024	0.625	-0.781	0.000
0.4034034034	0.643	-0.766	0.000
0.4044044044	0.661	-0.750	0.000
0.4054054054	0.678	-0.735	0.000
0.4064064064	0.695	-0.719	0.000
0.4074074074	0.712	-0.702	0.000
0.4084084084	0.728	-0.686	0.000
0.4094094094	0.743	-0.669	0.000
0.4104104104	0.758	-0.652	0.000
0.4114114114	0.773	-0.634	0.000
0.4124124124	0.787	-0.617	0.000
0.4134134134	0.801	-0.599	0.000
0.4144144144	0.814	-0.581	0.000
0.4154154154	0.826	-0.563	0.000
0.4164164164	0.839	-0.545	0.000
0.4174174174	0.850	-0.527	0.000
0.4184184184	0.861	-0.508	0.000
0.4194194194	0.872	-0.489	0.000
0.4204204204	0.882	-0.471	0.000
0.4214214214	0.892	-0.452	0.000
0.4224224224	0.901	-0.433	0.000
0.4234234234	0.910	-0.415	0.000
0.4244244244	0.918	-0.396	0.000
0.4254254254	0.926	-0.377	0.000
0.4264264264	0.934	-0.358	0.000
0.4274274274	0.941	-0.340	0.000
0.4284284284	0.947	-0.321	0.000
0.4294294294	0.953	-0.302	0.000
0.4304304304	0.959	-0.284	0.000
0.4314314314	0.964	-0.265	0.000
0.4324324324	0.969	-0.247	0.000
0.4334334334	0.974	-0.229	0.000
0.4344344344	0.978	-0.211	0.000
0.4354354354	0.981	-0.193	0.000
0.4364364364	0.985	-0.175	0.000
0.4374374374	0.988	-0.157	0.000
0.4384384384	0.990	-0.140	0.000
0.4394394394	0.993	-0.122	0.000
0.4404404404	0.994	-0.105	0.000
0.4414414414	0.996	-0.088	0.000
0.4424424424	0.997	-0.071	0.000
0.4434434434	0.998	-0.055	0.000
0.4444444444	0.999	-0.039	0.000
0.4454454454	1.000	-0.023	0.000
0.4464464464	1.000	-0.007	0.000
0.4474474474	1.000	0.009	0.000
0.4484484484	1.000	0.024	0.000
0.4494494494	0.999	0.039	0.000
0.4504504505	0.999	0.054	0.000
0.4514514515	0.998	0.068	0.000
0.4524524525	0.997	0.083	0.000
0.4534534535	0.995	0.097	0.000
0.4544544545	0.994	0.110	0.000
0.4554554555	0.992	0.124	0.000
0.4564564565	0.991	0.137	0.000
0.4574574575	0.989	0.150	0.000
0.4584584585	0.987	0.162	0.000
0.4594594595	0.985	0.174	0.000
0.4604604605	0.982	0.186	0.000
0.4614614615	0.980	0.198	0.000
0.4624624625	0.978	0.209	0.000
0.4634634635	0.975	0.220	0.000
0.4644644645	0.973	0.231	0.000
0.4654654655	0.970	0.241	0.000
0.4664664665	0.968	0.252	0.000
0.4674674675	0.965	0.261	0.000
0.4684684685	0.963	0.271	0.000
0.4694694695	0.960	0.280	0.000
0.4704704705	0.957	0.289	0.000
0.4714714715	0.955	0.297	0.000
0.4724724725	0.952	0.306	0.000
0.4734734735	0.950	0.314	0.000
0.4744744745	0.947	0.321	0.000
0.4754754755	0.944	0.329	0.000
0.4764764765	0.942	0.336	0.000
0.4774774775	0.939	0.343	0.000
0.4784784785	0.937	0.349	0.000
0.4794794795	0.935	0.355	0.000
0.4804804805	0.933	0.361	0.000
0.4814814815	0.930	0.367	0.000
0.4824824825	0.928	0.372	0.000
0.4834834835	0.926	0.377	0.000
0.4844844845	0.924	0.381	0.000
0.4854854855	0.923	0.386	0.000
0.4864864865	0.921	0.390	0.000
0.4874874875	0.919	0.394	0.000
0.4884884885	0.918	0.397	0.000
0.4894894895	0.916	0.400	0.000
0.4904904905	0.915	0.403	0.000
0.4914914915	0.914	0.406	0.000
0.4924924925	0.913	0.408	0.000
0.4934934935	0.912	0.410	0.000
0.4944944945	0.911	0.412	0.000
0.4954954955	0.911	0.413	0.000
0.4964964965	0.910	0.414	0.000
0.4974974975	0.910	0.415	0.000
0.4984984985	0.909	0.416	0.000
0.4994994995	0.909	0.416	0.000
0.5005005005	0.909	0.416	0.000
0.5015015015	0.909	0.416	0.000
0.5025025025	0.910	0.415	0.000
0.5035035035	0.910	0.414	0.000
0.5045045045	0.911	0.413	0.000
0.5055055055	0.911	0.412	0.000
0.5065065065	0.912	0.410	0.000
0.5075075075	0.913	0.408	0.000
0.5085085085	0.914	0.406	0.000
0.5095095095	0.915	0.403	0.000
0.5105105105	0.916	0.400	0.000
0.5115115115	0.918	0.397	0.000
0.5125125125	0.919	0.394	0.000
0.5135135135	0.921	0.390	0.000
0.5145145145	0.923	0.386	0.000
0.5155155155	0.924	0.381	0.000
0.5165165165	0.926	0.377	0.000
0.5175175175	0.928	0.372	0.000
0.5185185185	0.930	0.367	0.000
0.5195195195	0.933	0.361	0.000
0.5205205205	0.935	0.355	0.000
0.5215215215	0.937	0.349	0.000
0.5225225225	0.939	0.343	0.000
0.5235235235	0.942	0.336	0.000
0.5245245245	0.944	0.329	0.000
0.5255255255	0.947	0.321	0.000
0.5265265265	0.950	0.314	0.000
0.5275275275	0.952	0.306	0.000
0.5285285285	0.955	0.297	0.000
0.5295295295	0.957	0.289	0.000
0.5305305305	0.960	0.280	0.000
0.5315315315	0.963	0.271	0.000
0.5325325325	0.965	0.261	0.000
0.5335335335	0.968	0.252	0.000
0.5345345345	0.970	0.241	0.000
0.5355355355	0.973	0.231	0.000
0.5365365365	0.975	0.220	0.000
0.5375375375	0.978	0.209	0.000
0.5385385385	0.980	0.198	0.000
0.5395395395	0.982	0.186	0.000
0.5405405405	0.985	0.174	0.000
0.5415415415	0.987	0.162	0.000
0.5425425425	0.989	0.150	0.000
0.5435435435	0.991	0.137	0.000
0.5445445445	0.992	0.124	0.000
0.5455455455	0.994	0.110	0.000
0.5465465465	0.995	0.097	0.000
0.5475475475	0.997	0.083	0.000
0.5485485485	0.998	0.068	0.000
0.5495495495	0.999	0.054	0.000
0.5505505506	0.999	0.039	0.000
0.5515515516	1.000	0.024	0.000
0.5525525526	1.000	0.009	0.000
0.5535535536	1.000	-0.007	0.000
0.5545545546	1.000	-0.023	0.000
0.5555555556	0.999	-0.039	0.000
0.5565565566	0.998	-0.055	0.000
0.5575575576	0.997	-0.071	0.000
0.5585585586	0.996	-0.088	0.000
0.5595595596	0.994	-0.105	0.000
0.5605605606	0.993	-0.122	0.000
0.5615615616	0.990	-0.140	0.000
0.5625625626	0.988	-0.157	0.000
0.5635635636	0.985	-0.175	0.000
0.5645645646	0.981	-0.193	0.000
0.5655655656	0.978	-0.211	0.000
0.5665665666	0.974	-0.229	0.000
0.5675675676	0.969	-0.247	0.000
0.5685685686	0.964	-0.265	0.000
0.5695695696	0.959	-0.284	0.000
0.5705705706	0.953	-0.302	0.000
0.5715715716	0.947	-0.321	0.000
0.5725725726	0.941	-0.340	0.000
0.5735735736	0.934	-0.358	0.000
0.5745745746	0.926	-0.377	0.000
0.5755755756	0.918	-0.396	0.000
0.5765765766	0.910	-0.415	0.000
0.5775775776	0.901	-0.433	0.000
0.5785785786	0.892	-0.452	0.000
0.5795795796	0.882	-0.471	0.000
0.5805805806	0.872	-0.489	0.000
0.5815815816	0.861	-0.508	0.000
0.5825825826	0.850	-0.527	0.000
0.5835835836	0.839	-0.545	0.000
0.5845845846	0.826	-0.563	0.000
0.5855855856	0.814	-0.581	0.000
0.5865865866	0.801	-0.599	0.000
0.5875875876	0.787	-0.617	0.000
0.5885885886	0.773	-0.634	0.000
0.5895895896	0.758	-0.652	0.000
0.5905905906	0.743	-0.669	0.000
0.5915915916	0.728	-0.686	0.000
0.5925925926	0.712	-0.702	0.000
0.5935935936	0.695	-0.719	0.000
0.5945945946	0.678	-0.735	0.000
0.5955955956	0.661	-0.750	0.000
0.5965965966	0.643	-0.766	0.000
0.5975975976	0.625	-0.781	0.000
0.5985985986	0.606	-0.795	0.000
0.5995995996	0.587	-0.809	0.000
0.6006006006	0.568	-0.823	0.000
0.6016016016	0.548	-0.837	0.000
0.6026026026	0.527	-0.850	0.000
0.6036036036	0.507	-0.862	0.000
0.6046046046	0.486	-0.874	0.000
0.6056056056	0.464	-0.886	0.000
0.6066066066	0.442	-0.897	0.000
0.6076076076	0.420	-0.907	0.000
0.6086086086	0.398	-0.917	0.000
0.6096096096	0.375	-0.927	0.000
0.6106106106	0.352	-0.936	0.000
0.6116116116	0.329	-0.944	0.000
0.6126126126	0.305	-0.952	0.000
0.6136136136	0.281	-0.960	0.000
0.6146146146	0.257	-0.966	0.000
0.6156156156	0.233	-0.972	0.000
0.6166166166	0.209	-0.978	0.000
0.6176176176	0.184	-0.983	0.000
0.6186186186	0.160	-0.987	0.000
0.6196196196	0.135	-0.991	0.000
0.6206206206	0.110	-0.994	0.000
0.6216216216	0.085	-0.996	0.000
0.6226226226	0.060	-0.998	0.000
0.6236236236	0.035	-0.999	0.000
0.6246246246	0.009	-1.000	0.000
0.6256256256	-0.016	-1.000	0.000
0.6266266266	-0.041	-0.999	0.000
0.6276276276	-0.066	-0.998	0.000
0.6286286286	-0.091	-0.996	0.000
0.6296296296	-0.116	-0.993	0.000
0.6306306306	-0.141	-0.990	0.000
0.6316316316	-0.166	-0.986	0.000
0.6326326326	-0.190	-0.982	0.000
0.6336336336	-0.215	-0.977	0.000
0.6346346346	-0.239	-0.971	0.000
0.6356356356	-0.263	-0.965	0.000
0.6366366366	-0.287	-0.958	0.000
0.6376376376	-0.311	-0.950	0.000
0.6386386386	-0.335	-0.942	0.000
0.6396396396	-0.358	-0.934	0.000
0.6406406406	-0.381	-0.925	0.000
0.6416416416	-0.403	-0.915	0.000
0.6426426426	-0.426	-0.905	0.000
0.6436436436	-0.448	-0.894	0.000
0.6446446446	-0.469	-0.883	0.000
0.6456456456	-0.491	-0.871	0.000
0.6466466466	-0.512	-0.859	0.000
0.6476476476	-0.532	-0.846	0.000
0.6486486486	-0.553	-0.833	0.000
0.6496496496	-0.573	-0.820	0.000
0.6506506507	-0.592	-0.806	0.000
0.6516516517	-0.611	-0.792	0.000
0.6526526527	-0.630	-0.777	0.000
0.6536536537	-0.648	-0.762	0.000
0.6546546547	-0.666	-0.746	0.000
0.6556556557	-0.683	-0.731	0.000
0.6566566567	-0.700	-0.715	0.000
0.6576576577	-0.716	-0.698	0.000
0.6586586587	-0.732	-0.682	0.000
0.6596596597	-0.747	-0.665	0.000
0.6606606607	-0.762	-0.647	0.000
0.6616616617	-0.777	-0.630	0.000
0.6626626627	-0.790	-0.612	0.000
0.6636636637	-0.804	-0.595	0.000
0.6646646647	-0.817	-0.577	0.000
0.6656656657	-0.829	-0.559	0.000
0.6666666667	-0.841	-0.540	0.000
0.6676676677	-0.853	-0.522	0.000
0.6686686687	-0.864	-0.503	0.000
0.6696696697	-0.875	-0.485	0.000
0.6706706707	-0.885	-0.466	0.000
0.6716716717	-0.894	-0.447	0.000
0.6726726727	-0.903	-0.429	0.000
0.6736736737	-0.912	-0.410	0.000
0.6746746747	-0.920	-0.391	0.000
0.6756756757	-0.928	-0.372	0.000
0.6766766767	-0.935	-0.354	0.000
0.6776776777	-0.942	-0.335	0.000
0.6786786787	-0.949	-0.316	0.000
0.6796796797	-0.955	-0.298	0.000
0.6806806807	-0.960	-0.279	0.000
0.6816816817	-0.965	-0.261	0.000
0.6826826827	-0.970	-0.242	0.000
0.6836836837	-0.975	-0.224	0.000
0.6846846847	-0.979	-0.206	0.000
0.6856856857	-0.982	-0.188	0.000
0.6866866867	-0.985	-0.170	0.000
0.6876876877	-0.988	-0.153	0.000
0.6886886887	-0.991	-0.135	0.000
0.6896896897	-0.993	-0.118	0.000
0.6906906907	-0.995	-0.101	0.000
0.6916916917	-0.996	-0.084	0.000
0.6926926927	-0.998	-0.067	0.000
0.6936936937	-0.999	-0.051	0.000
0.6946946947	-0.999	-0.035	0.000
0.6956956957	-1.000	-0.019	0.000
